Unnamed: 0,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Full Review,compound_nouns,aspect_keywords,competition,competition_comp_nouns,competition_aspects,sentiment
312, on 09/16/08 17:34 PM (PDT),Dissapointed ,2004 Jaguar X-Type Sedan 2.5 4dr AWD Sedan (2.5L 6cyl 5M),Forget about the manual transmission," I had a 5 speed 2004 X type, the styling, suspension and handling are Ok.  The engine not very economical, but OK, needing 91 octane.  My 5 speed gear shifting action was Ok, but the clutch was awful, and after only 20K miles the rear differential was clunking badly.  The dealership changed the clutch, and I got to see the old unit - a terrible design.  Lots of plastic pieces also broke. Happy to get rid of the car - I now buy Japanese.",3.0,"Forget about the manual transmission I had a 5 speed 2004 X type, the styling, suspension and handling are Ok.  The engine not very economical, but OK, needing 91 octane.  My 5 speed gear shifting action was Ok, but the clutch was awful, and after only 20K miles the rear differential was clunking badly.  The dealership changed the clutch, and I got to see the old unit - a terrible design.  Lots of plastic pieces also broke. Happy to get rid of the car - I now buy Japanese.","[('X type', 'type'), ('plastic pieces', 'pieces')]","['manual transmission', 'old unit', 'terrible design']","[['nt', 'miles'], ['car']]","[('speed gear', 'gear'), ('gear action', 'action'), ('K miles', 'miles')]","['rear differential', 'clunking badly']",neg
317, on 09/12/07 14:03 PM (PDT),James ,2004 Jaguar X-Type Sedan 2.5 4dr AWD Sedan (2.5L 6cyl 5M),2004 Jaguar," The odometer on my X-Type just turned 60k w/ no major problems to report. The car has had a loud squeal which appears to emanate from the underside of the car since the day I brought it home. The dealer told me it's normal, that all Jaguars make noise and the decibels are acceptable. A sound shield was installed to muffle the noise, but I still hear it. Aside from that, the dash vents popped off. The dealer replaced them, citing a defect in the plugs that secure them to the dashboard. Overall, the car is nice and is a pleasure to drive.  Relatively short money for a luxury vehicle. I'd likely buy another, but will make certain it doesn't squeal before I drive out of the dealership.",4.5,"2004 Jaguar The odometer on my X-Type just turned 60k w/ no major problems to report. The car has had a loud squeal which appears to emanate from the underside of the car since the day I brought it home. The dealer told me it's normal, that all Jaguars make noise and the decibels are acceptable. A sound shield was installed to muffle the noise, but I still hear it. Aside from that, the dash vents popped off. The dealer replaced them, citing a defect in the plugs that secure them to the dashboard. Overall, the car is nice and is a pleasure to drive.  Relatively short money for a luxury vehicle. I'd likely buy another, but will make certain it doesn't squeal before I drive out of the dealership.","[('sound shield', 'shield')]","['major problems', 'still hear']","[['car', 'home'], ['nt'], ['drive', 'car'], ['vehicle', 'one'], ['drive', 'like']]","[('dash vents', 'vents'), ('luxury vehicle', 'vehicle')]","['short money', 'likely buy', 'Relatively short money', 'Aside popped', 'loud squeal']",neg
318, on 06/06/07 12:36 PM (PDT),Peter C. ,2004 Jaguar X-Type Sedan 3.0 4dr AWD Sedan (3.0L 6cyl 5A),OK but Reliability Issues a Concern," I did tons of research when I purchased this car.  Bought for ridiculously cheap price.  All and all drives nice, on par with other entry level luxury vehicles.  Many issues have popped up including replacement of propshaft, faulty seat heater, grinding noise when braking, faulty sunroof (had to be fixed twice).  For price I paid, and magnitude of repairs (small but annoying) I am not unhappy but if I had to do it again, I would probably have purchased the Volvo S-60 instead.",3.125,"OK but Reliability Issues a Concern I did tons of research when I purchased this car.  Bought for ridiculously cheap price.  All and all drives nice, on par with other entry level luxury vehicles.  Many issues have popped up including replacement of propshaft, faulty seat heater, grinding noise when braking, faulty sunroof (had to be fixed twice).  For price I paid, and magnitude of repairs (small but annoying) I am not unhappy but if I had to do it again, I would probably have purchased the Volvo S-60 instead.",[],"['probably purchased', 'do again', 'ridiculously cheap price', 'purchased instead', 'cheap price']","[['car'], ['drive', 'nt', 'vehicle'], ['nt']]","[('entry level', 'level'), ('level vehicles', 'vehicles'), ('luxury vehicles', 'vehicles'), ('seat heater', 'heater'), ('noise braking', 'braking')]","['faulty seat heater', 'faulty sunroof', 'Many issues', 'fixed twice', 'propshaft seat heater', 'other level luxury vehicles']",neg
319, on 04/29/07 19:03 PM (PDT),Massachusetts Driver ,2004 Jaguar X-Type Sedan 3.0 4dr AWD Sedan (3.0L 6cyl 5A),Very Nice Used Purchase," I recently purchased a 2004 jaguar x type. It runs great and is incredibly roomy. The trunk is huge and the rear seats fold down for skis, and other large objects in the trunk. I paid $18,300 for a 2004 (3 years old) and am happy with my deal. The car is quiet, comfortable and fast. I also have been averaging close to 25 MPG on the highway. I have checked out the BMWs and find as new and used cars they are very expensive. The Jag offers a less harsh ride, and a far more economical used purchase. All amenities work well, and the car is really a value. It also offers a slightly more individualistic and eccentric statement than the BMW.",5.0,"Very Nice Used Purchase I recently purchased a 2004 jaguar x type. It runs great and is incredibly roomy. The trunk is huge and the rear seats fold down for skis, and other large objects in the trunk. I paid $18,300 for a 2004 (3 years old) and am happy with my deal. The car is quiet, comfortable and fast. I also have been averaging close to 25 MPG on the highway. I have checked out the BMWs and find as new and used cars they are very expensive. The Jag offers a less harsh ride, and a far more economical used purchase. All amenities work well, and the car is really a value. It also offers a slightly more individualistic and eccentric statement than the BMW.",[],"['less harsh ride', 'more economical purchase', 'harsh ride', 'economical purchase']","[['nt'], ['great'], ['ski'], ['year'], ['car'], ['car', 'new'], ['car', 'work'], ['nt']]",[],"['individualistic statement', 'more individualistic statement', 'large objects', 'other objects', 'work well', 'recently purchased', 'new cars', 'rear seats']",neg
325, on 01/02/07 14:46 PM (PST),Bryan ,2004 Jaguar X-Type Sedan 3.0 4dr AWD Sedan (3.0L 6cyl 5A),First Jaguar," I am very happy with this car.  I believe it offers a lot for the price and am glad I bought it. It is small, nimble and responsive enough to be fun to drive.  Yet it is big enough to have   room for four people. The fold down rear seat together with a decent sized trunk provide good luggage carrying capacity as well. The gas mileage is good especially in view of its performance. The all wheel drive has been a comfort in winter driving.  I have had no mechanical or quality problems with it. All in all an excellent ownership experience.",4.875,"First Jaguar I am very happy with this car.  I believe it offers a lot for the price and am glad I bought it. It is small, nimble and responsive enough to be fun to drive.  Yet it is big enough to have   room for four people. The fold down rear seat together with a decent sized trunk provide good luggage carrying capacity as well. The gas mileage is good especially in view of its performance. The all wheel drive has been a comfort in winter driving.  I have had no mechanical or quality problems with it. All in all an excellent ownership experience.",[],['mechanical problems'],"[['car'], ['bought'], ['drive'], ['people'], ['nt', 'good', 'car'], ['good'], ['drive', 'nt'], ['nt']]","[('gas mileage', 'mileage'), ('wheel drive', 'drive'), ('winter driving', 'driving'), ('ownership experience', 'experience')]","['big to have', 'fold seat', 'excellent ownership experience', 'small fun', 'sized trunk', 'good luggage', 'rear seat', 'decent trunk']",neg
329, on 06/11/06 17:33 PM (PDT),oechsli ,2004 Jaguar X-Type Sedan 3.0 4dr AWD Sedan (3.0L 6cyl 5A),04 jag x-type," Worst car I ever bought. Rides like a tin can. So many little problems- with lights, sunroof, stereo, wipers,etc. Passenger seat difficult to recline- not power. Wouldn't recommend this car to anyone! ",2.125,"04 jag x-type Worst car I ever bought. Rides like a tin can. So many little problems- with lights, sunroof, stereo, wipers,etc. Passenger seat difficult to recline- not power. Wouldn't recommend this car to anyone! ","[('Passenger seat', 'seat')]",['difficult to recline'],"[['bought', 'car'], ['like'], ['etc'], ['car', 'one']]",[],"['So many problems', 'ever bought', 'stereo wipers', 'many problems', 'little problems', 'Worst car']",neg
335, on 01/02/06 18:31 PM (PST),Bob ,2004 Jaguar X-Type Sedan 3.0 4dr AWD Sedan (3.0L 6cyl 5A),2004 XType - Very Disappointing , I have the 2004 X Type for a year and a half now and can't wait for the lease to be up. Both key remotes have broken at different times. Both headlights have gone out at different times. The wipers stopped working and had to be serviced with a new motor. The car now started emmitting a whining noise from the rear and now has to go back. The seats are very small and uncomfortable. The heated seats and rear defroster shut off at 15 minte intervals which is annoying. Horrible sounding stereo. Cup holders are made it appears for cups of British tea rather than water bottles. Rear seat is cramped. Great AWD in snow. Ample HP with 3.0 engine but nothing exciting. Hood ornament is best feature!,2.25,2004 XType - Very Disappointing  I have the 2004 X Type for a year and a half now and can't wait for the lease to be up. Both key remotes have broken at different times. Both headlights have gone out at different times. The wipers stopped working and had to be serviced with a new motor. The car now started emmitting a whining noise from the rear and now has to go back. The seats are very small and uncomfortable. The heated seats and rear defroster shut off at 15 minte intervals which is annoying. Horrible sounding stereo. Cup holders are made it appears for cups of British tea rather than water bottles. Rear seat is cramped. Great AWD in snow. Ample HP with 3.0 engine but nothing exciting. Hood ornament is best feature!,"[('Cup holders', 'holders'), ('water bottles', 'bottles')]","['Horrible sounding', 'British tea']","[['nt', 'year'], ['nt'], ['nt', 'one'], ['work', 'new'], ['car'], ['nt'], ['now'], ['nt']]","[('X Type', 'Type'), ('minte intervals', 'intervals')]","['key remotes', 'new motor', 'different times', 'go back', 'best feature', 'heated seats', 'rear defroster']",neg
352, on 08/03/16 10:04 AM (PDT),Ronnie G. Drury ,2003 Jaguar X-Type Sedan 2.5 4dr AWD Sedan (2.5L 6cyl 5M),I Love This Car," I have owned it for 10 yrs, the only problems where very minor, no major repairs. If they still made it I would buy another one. Great on wet roads and SNOW.",5.0,"I Love This Car I have owned it for 10 yrs, the only problems where very minor, no major repairs. If they still made it I would buy another one. Great on wet roads and SNOW.",[],"['only problems', 'major repairs']","[['one'], ['road']]",[],"['still made', 'wet roads']",neg
368, on 10/27/09 16:47 PM (PDT),X owner ,2003 Jaguar X-Type Sedan 2.5 4dr AWD Sedan (2.5L 6cyl 5M),Buy new every four years," Bought my Jag used with 12,000 miles. Dealer gave us two new tires.  At 22,000 had to replace all 4, this was with proper rotation schedule. Needed brakes every 30,000.  It has always hated cold weather even though it was garage kept. Major hose repairs at 30,000. New battery at 60,000. Key fob still unlocks, up close. Driver door lock system had to be replaced. Drivers door panel fell off due to broken clips, twice! Not to mention the constant repair of the passenger side defroster vent so it would not rattle. Also found rust starting on hood, almost one year after rust warranty has ended. Have 78,000 miles. The engine light is on again. Trading this week. What a relief! Kept 'cause no payment.",2.625,"Buy new every four years Bought my Jag used with 12,000 miles. Dealer gave us two new tires.  At 22,000 had to replace all 4, this was with proper rotation schedule. Needed brakes every 30,000.  It has always hated cold weather even though it was garage kept. Major hose repairs at 30,000. New battery at 60,000. Key fob still unlocks, up close. Driver door lock system had to be replaced. Drivers door panel fell off due to broken clips, twice! Not to mention the constant repair of the passenger side defroster vent so it would not rattle. Also found rust starting on hood, almost one year after rust warranty has ended. Have 78,000 miles. The engine light is on again. Trading this week. What a relief! Kept 'cause no payment.","[('rotation schedule', 'schedule'), ('hose repairs', 'repairs'), ('Driver system', 'system'), ('door system', 'system'), ('lock system', 'system'), ('engine light', 'light')]","['proper rotation schedule', 'Major hose repairs', 'New battery', 'always hated', 'even kept', 'Key fob', 'cold weather', 'still unlocks']","[['miles', 'year', 'new'], ['new'], ['nt'], ['nt', 'year', 'one'], ['miles'], ['nt']]","[('Drivers panel', 'panel'), ('door panel', 'panel'), ('passenger side', 'side'), ('side defroster', 'defroster'), ('rust warranty', 'warranty')]","['broken clips', 'constant repair', 'fell twice', 'new tires']",neg
433, on 02/16/09 11:28 AM (PST),Venessa ,2005 Jaguar X-Type Sedan 3.0L 4dr Sedan (3.0L 6cyl 5M),The Jag," The Jaguar x-type vdp edition is my 3rd vehicle that I've owned and by far the most fun and luxurious vehicle.  I get so many compliments on it, and people think that I've paid a fortune. Luckily, I got a great deal for an awesome product.  I've heard some negative things about Jaguar and so far I have not experienced any of them and I've had the car for almost 6 months.  I don't know how anyone can see this car doesn't compare to the BMW 3 series or Mercedes C Class.  This car definitely has a lot going for it plus more.  I don't regret this purchase at all.    ",4.75,"The Jag The Jaguar x-type vdp edition is my 3rd vehicle that I've owned and by far the most fun and luxurious vehicle.  I get so many compliments on it, and people think that I've paid a fortune. Luckily, I got a great deal for an awesome product.  I've heard some negative things about Jaguar and so far I have not experienced any of them and I've had the car for almost 6 months.  I don't know how anyone can see this car doesn't compare to the BMW 3 series or Mercedes C Class.  This car definitely has a lot going for it plus more.  I don't regret this purchase at all.    ",[],['regret all'],"[['vehicle'], ['nt', 'think', 'people'], ['great'], ['nt', 'car'], ['car', 'one'], ['car']]","[('type edition', 'edition'), ('vdp edition', 'edition')]","['3rd vehicle', 'far experienced', 'fun vehicle', 'most fun vehicle', 'negative things', 'great deal', 'awesome product', 'many compliments', 'Luckily got']",neg
437, on 01/09/07 19:28 PM (PST),Todd ,2005 Jaguar X-Type Sedan 3.0L 4dr Sedan (3.0L 6cyl 5M),Nice VDP," Purchased an elite VDP 3.0 with decked out rims, etc.  Happy with car overall.  Hit deer going 40 mph and car held up to impact surprisingly well - only cosmetic damage.  Very sturdy car (had Volvo previously) - feel safe.  Some transmission issues already.  Fails to up/downshift causing annoying jerking to ride.  Trans seems to slip.  Premium stereo could be better.  Would like more interior space - need to adjust seats for different size guests depending where they sit.  Larger sun visors would be nice.  Don't like the center armrest much.  ",4.125,"Nice VDP Purchased an elite VDP 3.0 with decked out rims, etc.  Happy with car overall.  Hit deer going 40 mph and car held up to impact surprisingly well - only cosmetic damage.  Very sturdy car (had Volvo previously) - feel safe.  Some transmission issues already.  Fails to up/downshift causing annoying jerking to ride.  Trans seems to slip.  Premium stereo could be better.  Would like more interior space - need to adjust seats for different size guests depending where they sit.  Larger sun visors would be nice.  Don't like the center armrest much.  ","[('transmission issues', 'issues'), ('sun visors', 'visors')]","['annoying jerking', 'Premium stereo', 'Larger sun visors']","[['etc'], ['car'], ['car'], ['car'], ['nt', 'like'], ['nt', 'like']]","[('ad seats', 'seats'), ('size guests', 'guests'), ('center armrest', 'armrest')]","['sturdy car', 'Very sturdy car', 'cosmetic damage', 'impact well', 'different size guests', 'interior space', 'more interior space', 'like much']",neg
459, on 04/18/05 20:22 PM (PDT),mike ,2005 Jaguar X-Type Sedan 2.5L 4dr Sedan (2.5L 6cyl 5M),My first Jaguar," This was my first Jaguar and I was thrilled to own it.  It is an amazingly beautiful car.  I still can't stop looking at it.  The interior is very pleasing and comfortable.  However, my car visits the shop on average once a month for stupid things like locking making noises, trunk leaks, gas door won't open, oh and 2 transmissions later.",3.625,"My first Jaguar This was my first Jaguar and I was thrilled to own it.  It is an amazingly beautiful car.  I still can't stop looking at it.  The interior is very pleasing and comfortable.  However, my car visits the shop on average once a month for stupid things like locking making noises, trunk leaks, gas door won't open, oh and 2 transmissions later.",[],['still stop'],"[['car'], ['nt'], ['nt', 'like', 'car']]","[('trunk leaks', 'leaks'), ('gas door', 'door')]","['beautiful car', 'However visits', 'visits once', 'amazingly beautiful car', 'stupid things']",neg
484, on 12/03/15 23:41 PM (PST),Kevin Bowley ,2007 Jaguar X-Type Sedan 3.0L 4dr Sedan AWD (3.0L 6cyl 5A),"Nine years and 111,000 miles; living with the Jaq"," I have owned my 2007 X-type since new, Oct 2006, and it now has 112000 miles and 9 years of relatively aggressive driving in the four seasons in Maine.  The car still gets far more ""looks"" than my wifeâs '10 Audi A4 and the chassis and suspension are still very tight, noticeable difference from the day I purchased it.  It rides buttery smooth yet provides excellent feedback, on center feel, no body roll or any floaty feel even driving triple digit speeds.  I have thoroughly enjoyed the car and it has been extremely reliable.  Other than routine maintenance (2 sets of tires, brakes and rotors twice, changed out all driveline fluids once and filled with Mobile one at 75k as well as the transmission flush with Redline D4 Synthetic ATF) I had to replace a brake booster (480 at dealer), a water pump (325.00 at local shop), tie rod ends and a throttle position sensor.  I consider 1200.00 in repairs over 9 years of hard driving and setting outside darn good.  The chassis is completely rust free, paint still looks great, exhaust is still shiny steel and it the engine is very strong.  It feels much stronger than its rated 230 hp albeit rather noisy when pushed to the red line.  The 5-speed auto tranny is eager to upshift when left in normal mode in an effort to achieve good fuel economy.  Placed in sports mode it holds the gears longer, not overly, and seems to be the better overall choice for 2 lane and city driving so I always leave it in sport mode, which it retains when shut down so when you start it after setting for 5 minutes or a week it will retain the mode it was in when you last parked it, nice.  All the interior pieces show no wear, the heated Connolly leather seats are wonderfully comfortable for my 5'7"" frame and show no aging, fading, ripples nor creasing and the fronts are 8 way power.  Rear seat room is fair, fine when setting behind me but tight if the fronts are slid way back, they too are comfortable save for bit short for good thigh support but it works out because your feet rest on the floor just right.  The rear center armrest is nice and wide with two sturdy cup holders.  It has all the right safety features and then some; dual stage front airbags and a drivers knee airbag, side impact bags and overhead full length side impact bags that come out of the roof, passenger side weight sensing front airbag that also compensates for the seat position, anti-lock brakes, emergency brake assist, electronic brake force distribution, all-wheel drive, traction control and stability control (both can be disabled allowing for spinning in heavy snow with cutting power, I find it useful getting up the 30 degree hill in a foot of snow in my 2/10 mile driveway) though I donât believe the stability control is fully disabled it does allow for aggressive off-ramp fun without interference. If left on it can be a bit overcautious as I have had it cut power during hard acceleration with a tad of oversteer on an uphill reducing radius off ramp a few times right at the apex exit.  Top speed in mine is 145 give or take, which was surprising as I was sure that the computer would intervene as others had said thereâsâ would cut out at 125.  It was very stable with no floating and little wind buffeting. The 120-watt stereo sounds decent enough and I like the auto volume adjustment as speed increases.  Reception is exceptional on both AM and FM bands with no electronic interference on the AM side, which I use frequently when commuting.  It also has the Bluetooth phone module, which works without a hitch.  For winter, driving the car has heated outside driver and passenger mirrors that work extremely well as do the heated windshield washer jets.The trunk is surprisingly large and is well fitted but lacks any storage compartments.  I installed a couple of bins at the rear outside edges fastened with some Velcro to store such things as my bottle of fuel stabilizer and Marvel Mystery oil for use when buying fuel for my yard equipment.  I also installed a stretchable net a couple feet from the rear to prevent groceries from sliding forward if a hard stop is required.To sum it up, because of the issues that plaque the early models sales plummeted and never recovered even though 2006+ models are as reliable as expected from any newer car.  It can also be found at very attractive prices in the used car market and you can get a very nice highline car for the price of a Corolla yet is far more enjoyable to own.  The car was also dinged for being a ford Mondeo yet it shares a mere 15 percent of Mondeo parts.  It is fast, comfortable, tight, elegant, attractive, and rare.  It garners attention from onlookers and it has been very reliable.  I would have no reservations jumping in tomorrow and driving it to Salt Lake to visit my brother, cruising in complete comfort and confidence at 85 mph.  With its resale now at about 7500.00, I have no intention nor reason to ""upgrade"" to a newer sports sedan as the Jag has and is a pleasure.  I wis",4.0,"Nine years and 111,000 miles; living with the Jaq I have owned my 2007 X-type since new, Oct 2006, and it now has 112000 miles and 9 years of relatively aggressive driving in the four seasons in Maine.  The car still gets far more ""looks"" than my wifeâs '10 Audi A4 and the chassis and suspension are still very tight, noticeable difference from the day I purchased it.  It rides buttery smooth yet provides excellent feedback, on center feel, no body roll or any floaty feel even driving triple digit speeds.  I have thoroughly enjoyed the car and it has been extremely reliable.  Other than routine maintenance (2 sets of tires, brakes and rotors twice, changed out all driveline fluids once and filled with Mobile one at 75k as well as the transmission flush with Redline D4 Synthetic ATF) I had to replace a brake booster (480 at dealer), a water pump (325.00 at local shop), tie rod ends and a throttle position sensor.  I consider 1200.00 in repairs over 9 years of hard driving and setting outside darn good.  The chassis is completely rust free, paint still looks great, exhaust is still shiny steel and it the engine is very strong.  It feels much stronger than its rated 230 hp albeit rather noisy when pushed to the red line.  The 5-speed auto tranny is eager to upshift when left in normal mode in an effort to achieve good fuel economy.  Placed in sports mode it holds the gears longer, not overly, and seems to be the better overall choice for 2 lane and city driving so I always leave it in sport mode, which it retains when shut down so when you start it after setting for 5 minutes or a week it will retain the mode it was in when you last parked it, nice.  All the interior pieces show no wear, the heated Connolly leather seats are wonderfully comfortable for my 5'7"" frame and show no aging, fading, ripples nor creasing and the fronts are 8 way power.  Rear seat room is fair, fine when setting behind me but tight if the fronts are slid way back, they too are comfortable save for bit short for good thigh support but it works out because your feet rest on the floor just right.  The rear center armrest is nice and wide with two sturdy cup holders.  It has all the right safety features and then some; dual stage front airbags and a drivers knee airbag, side impact bags and overhead full length side impact bags that come out of the roof, passenger side weight sensing front airbag that also compensates for the seat position, anti-lock brakes, emergency brake assist, electronic brake force distribution, all-wheel drive, traction control and stability control (both can be disabled allowing for spinning in heavy snow with cutting power, I find it useful getting up the 30 degree hill in a foot of snow in my 2/10 mile driveway) though I donât believe the stability control is fully disabled it does allow for aggressive off-ramp fun without interference. If left on it can be a bit overcautious as I have had it cut power during hard acceleration with a tad of oversteer on an uphill reducing radius off ramp a few times right at the apex exit.  Top speed in mine is 145 give or take, which was surprising as I was sure that the computer would intervene as others had said thereâsâ would cut out at 125.  It was very stable with no floating and little wind buffeting. The 120-watt stereo sounds decent enough and I like the auto volume adjustment as speed increases.  Reception is exceptional on both AM and FM bands with no electronic interference on the AM side, which I use frequently when commuting.  It also has the Bluetooth phone module, which works without a hitch.  For winter, driving the car has heated outside driver and passenger mirrors that work extremely well as do the heated windshield washer jets.The trunk is surprisingly large and is well fitted but lacks any storage compartments.  I installed a couple of bins at the rear outside edges fastened with some Velcro to store such things as my bottle of fuel stabilizer and Marvel Mystery oil for use when buying fuel for my yard equipment.  I also installed a stretchable net a couple feet from the rear to prevent groceries from sliding forward if a hard stop is required.To sum it up, because of the issues that plaque the early models sales plummeted and never recovered even though 2006+ models are as reliable as expected from any newer car.  It can also be found at very attractive prices in the used car market and you can get a very nice highline car for the price of a Corolla yet is far more enjoyable to own.  The car was also dinged for being a ford Mondeo yet it shares a mere 15 percent of Mondeo parts.  It is fast, comfortable, tight, elegant, attractive, and rare.  It garners attention from onlookers and it has been very reliable.  I would have no reservations jumping in tomorrow and driving it to Salt Lake to visit my brother, cruising in complete comfort and confidence at 85 mph.  With its resale now at about 7500.00, I have no intention nor reason to ""upgrade"" to a newer sports sedan as the Jag has and is a pleasure.  I wis","[('rod ends', 'ends'), ('throttle position', 'position'), ('position sensor', 'sensor'), ('apex exit', 'exit')]","['hard acceleration', 'noisy pushed', 'complete comfort', 'local shop', 'red line', 'few times']","[['miles', 'year', 'new'], ['car', 'wife'], ['nt'], ['car'], ['drive', 'nt', 'one'], ['good', 'year'], ['nt', 'great'], ['good'], ['minute', 'sport'], ['nt'], ['nt', 'good', 'work'], ['nt'], ['drive', 'nt', 'come'], ['nt', 'take', 'give'], ['nt', 'like'], ['nt'], ['work', 'one'], ['drive', 'nt', 'car', 'work'], ['nt'], ['nt'], ['nt', 'etc'], ['car', 'new'], ['car'], ['nt', 'car'], ['nt'], ['nt'], ['nt', 'new', 'sedan', 'sport']]","[('X type', 'type'), ('buttery smooth', 'smooth'), ('center feel', 'feel'), ('body roll', 'roll'), ('digit speeds', 'speeds'), ('driveline fluids', 'fluids'), ('brake booster', 'booster'), ('water pump', 'pump'), ('darn good', 'good'), ('speed tranny', 'tranny'), ('auto tranny', 'tranny'), ('fuel economy', 'economy'), ('sports mode', 'mode'), ('sport mode', 'mode'), ('Connolly leather', 'leather'), ('leather seats', 'seats'), ('way power', 'power'), ('seat room', 'room'), ('thigh support', 'support'), ('center armrest', 'armrest'), ('cup holders', 'holders'), ('safety features', 'features'), ('stage airbags', 'airbags'), ('drivers knee', 'knee'), ('side impact', 'impact'), ('impact bags', 'bags'), ('length impact', 'impact'), ('side impact', 'impact'), ('impact bags', 'bags'), ('passenger side', 'side'), ('side weight', 'weight'), ('seat position', 'position'), ('lock brakes', 'brakes'), ('emergency assist', 'assist'), ('brake assist', 'assist'), ('brake force', 'force'), ('force distribution', 'distribution'), ('wheel drive', 'drive'), ('traction control', 'control'), ('stability control', 'control'), ('degree hill', 'hill'), ('mile driveway', 'driveway'), ('stability control', 'control'), ('ramp fun', 'fun'), ('watt stereo', 'stereo'), ('auto volume', 'volume'), ('volume adjustment', 'adjustment'), ('speed increases', 'increases'), ('FM bands', 'bands'), ('AM side', 'side'), ('Bluetooth module', 'module'), ('phone module', 'module'), ('passenger mirrors', 'mirrors'), ('windshield washer', 'washer'), ('washer jets', 'jets'), ('storage compartments', 'compartments'), ('fuel stabilizer', 'stabilizer'), ('Mystery oil', 'oil'), ('use fuel', 'fuel'), ('buying fuel', 'fuel'), ('yard equipment', 'equipment'), ('car market', 'market'), ('highline car', 'car'), ('Mondeo parts', 'parts'), ('sports sedan', 'sedan')]","['last parked', 'stretchable net', 'excellent feedback', 'changed once', 'heated windshield washer', 'full length', 'never recovered', 'still gets', 'interior pieces', 'electronic interference', 'holds overly', 'dual stage', 'hard stop', 'relatively aggressive driving', 'overall choice', 'routine maintenance', 'darn good thigh support', 'heavy s', 'aggressive driving', 'thoroughly enjoyed', 'more looks', 'well fitted', 'comfortable save', 'darn good use buying fuel economy', 'newer sports sedan', 'still looks', 'eager to upshift', 'overhead length passenger AM side impact impact bags', 'even driving', 'triple digit speeds', 'very nice highline car', 'heated leather seats', 'holds longer', 'newer highline car', 'such things', 'noticeable difference', 'early sports sport models', 'slid back', 'very attractive prices', 'hard driving', 'rear center', 'Top speed', 'Rear seat room', 'rear edges', 'tight difference', 'fine setting', 'electronic brake force', 'fair setting', 'too comfortable save', 'shiny steel', 'anti lock brakes', 'outpassenger AM side edges', 'attractive prices', 'mere percent', 'sliding forward', 'frequently commuting', 'right safety', 'nice highline car', 'always leave', 'sturdy cup', 'far more looks', 'rides yet', 'normal sports sport mode', 'work well', 'better choice', 'aggressive ramp fun', 'very tight difference']",neg
513, on 08/24/08 06:55 AM (PDT),tgapoz ,2002 Jaguar X-Type Sedan 2.5 4dr AWD Sedan (2.5L 6cyl 5M),Electrical problems like any other Ford.," This has been a great vehicle however maintenance is costly. Expect several hundred dollars for the simplest of repairs. My particular annoyance deals with electrical. Why would someone tie in the moon roof, interior lights and blower into one module. $300 to trace the problem and $500 to replace module. I refuse to replace and let this issue remind me to never buy a Ford product again. The work around was to unplug the module but that means no interior lights or moon roof. Oddly enough the blower worked. $1300 for brakes, $700 for an oil pan leak.",4.25,"Electrical problems like any other Ford. This has been a great vehicle however maintenance is costly. Expect several hundred dollars for the simplest of repairs. My particular annoyance deals with electrical. Why would someone tie in the moon roof, interior lights and blower into one module. $300 to trace the problem and $500 to replace module. I refuse to replace and let this issue remind me to never buy a Ford product again. The work around was to unplug the module but that means no interior lights or moon roof. Oddly enough the blower worked. $1300 for brakes, $700 for an oil pan leak.","[('annoyance deals', 'deals'), ('Ford product', 'product'), ('oil pan', 'pan'), ('pan leak', 'leak')]","['particular annoyance', 'buy again', 'never buy']","[['like'], ['nt', 'vehicle', 'great'], ['nt', 'one'], ['nt', 'work'], ['work']]","[('moon roof', 'roof'), ('moon roof', 'roof')]","['great vehicle', 'enough worked', 'interior lights', 'Electrical problems']",neg
535, on 05/02/06 14:05 PM (PDT),James ,2002 Jaguar X-Type Sedan 3.0 4dr AWD Sedan (3.0L 6cyl 5A),2002 X-Type 3.0 Sport," I just purchased a 2002 X-Type 3.0 Sport and am grateful I did.  I love driving this car!  It has the firm, sports-car oriented driving style that I like in a car.  I love driving this car far more than my '02 330i.  The car is a head turner.  Watch out though for possible electrical problems.  I have already had a window regulator go out on the back window.  Overall, I would buy this car again and again.",4.625,"2002 X-Type 3.0 Sport I just purchased a 2002 X-Type 3.0 Sport and am grateful I did.  I love driving this car!  It has the firm, sports-car oriented driving style that I like in a car.  I love driving this car far more than my '02 330i.  The car is a head turner.  Watch out though for possible electrical problems.  I have already had a window regulator go out on the back window.  Overall, I would buy this car again and again.","[('X Type', 'Type'), ('X Type', 'Type'), ('window regulator', 'regulator')]","['electrical problems', 'back window', 'Watch though', 'already had', 'possible problems']","[['nt', 'like', 'car', 'love', 'sport'], ['car', 'love'], ['car'], ['car']]","[('sports car', 'car'), ('driving style', 'style'), ('02 330i', '330i'), ('head turner', 'turner')]",['Overall buy'],neg
